fawn	young
connoisseur	expert
venturer	merchant
venturer	businessperson
quassia	tree
quassia	plant
quassia	actor
quassia	performer
quassia	entertainer
waterleaf	herb
waterleaf	plant
waterleaf	actor
waterleaf	performer
waterleaf	entertainer
mentor	mentor
exodontist	person
exodontist	organism
laurelwood	tree
laurelwood	plant
laurelwood	actor
laurelwood	performer
laurelwood	entertainer
greeneye	vertebrate
greeneye	chordate
greeneye	animal
greeneye	organism
changer	changer
curate	clergyman
bloomer	flower
bloomer	angiosperm
bloomer	spermatophyte
stray	stray
viscountess	spouse
viscountess	relative
godmother	patron
godmother	customer
godmother	consumer
godmother	user
subnormal	simpleton
iconoclast	attacker
iconoclast	wrongdoer
leucothoe	shrub
leucothoe	plant
leucothoe	actor
leucothoe	performer
leucothoe	entertainer
vociferator	person
vociferator	organism
ebony	ebony
games-master	teacher
games-master	educator
games-master	professional
games-master	athlete
games-master	contestant
logician	expert
privet	shrub
buckthorn	shrub
racketeer	criminal
racketeer	principal
racketeer	financier
racketeer	capitalist
racketeer	conservative
racketeer	adult
televangelist	clergyman
televangelist	leader
christella	plant
christella	actor
christella	performer
christella	entertainer
christella	person
christella	organism
mangabey	primate
mangabey	placental
mangabey	mammal
mangabey	vertebrate
mangabey	chordate
mangabey	animal
pennycress	plant
pennycress	actor
pennycress	performer
pennycress	entertainer
committeewoman	member
committeewoman	associate
committeewoman	subordinate
committeewoman	assistant
committeewoman	worker
marsupial	marsupial
marsupial	metatherian
hobbledehoy	person
hobbledehoy	organism
waxwing	oscine
waxwing	passerine
waxwing	bird
waxwing	vertebrate
waxwing	chordate
dodo	oldster
streptococcus	eubacteria
streptococcus	moneran
streptococcus	microorganism
pipewort	plant
pipewort	actor
pipewort	performer
pipewort	entertainer
pipewort	person
pipewort	organism
machinist	craftsman
quaestor	official
quaestor	worker
mufti	expert
dracaena	plant
dracaena	actor
dracaena	performer
dracaena	entertainer
bandleader	collector
amphipod	arthropod
amphipod	invertebrate
amphipod	animal
paparazzo	artist
paparazzo	creator
woodpecker	woodpecker
ti	ti
foster-father	cook
foster-father	worker
foster-father	person
finalist	finalist
finalist	rival
fulmar	bird
fulmar	vertebrate
fulmar	chordate
fulmar	animal
rhinoceros	ungulate
drummer	drummer
drummer	percussionist
gladiolus	plant
mollycoddle	person
hitchhiker	passenger
scion	scion
scion	descendant
gipsywort	plant
gipsywort	actor
gipsywort	performer
gipsywort	entertainer
gipsywort	person
gipsywort	organism
beggarwoman	person
beggarwoman	organism
arthritic	patient
arthritic	unfortunate
trombidiid	organism
dryopithecine	organism
awlwort	plant
awlwort	actor
awlwort	performer
awlwort	entertainer
awlwort	person
awlwort	organism
greenfly	insect
greenfly	arthropod
greenfly	invertebrate
greenfly	animal
boarhound	person
boarhound	organism
Japanese	Japanese
Japanese	Asian
elapid	elapid
goosefoot	herb
goosefoot	plant
goosefoot	actor
goosefoot	performer
goosefoot	entertainer
misogamist	person
misogamist	organism
thylacine	mammal
thylacine	vertebrate
thylacine	chordate
thylacine	animal
hedgehog	hedgehog
hedgehog	insectivore
embryo	embryo
deinonychus	diapsid
deinonychus	reptile
deinonychus	vertebrate
deinonychus	chordate
deinonychus	animal
vetch	legume
vetch	climber
vetch	vine
mallard	duck
mallard	waterfowl
touraco	vertebrate
touraco	chordate
touraco	animal
touraco	organism
ethnologist	scientist
destroyer	destroyer
theologian	scholar
theologian	intellectual
tramp	vagrant
hakim	ruler
madder	angiosperm
madder	spermatophyte
ragsorter	worker
ragsorter	person
ragsorter	organism
tourist	tourist
tantalizer	person
tantalizer	organism
eelpout	fish
eelpout	vertebrate
eelpout	chordate
eelpout	animal
absolutist	follower
absolutist	traveler
mandatary	person
mandatary	organism
godchild	baby
godchild	child
godchild	offspring
godchild	relative
jonquil	plant
jonquil	actor
jonquil	performer
jonquil	entertainer
madrigalist	performer
madrigalist	entertainer
madrigalist	person
madrigalist	organism
preterist	scholar
preterist	intellectual
hornbeam	tree
hornbeam	plant
hornbeam	actor
hornbeam	performer
hornbeam	entertainer
solderer	worker
solderer	person
neuroscientist	scientist
anopheline	insect
anopheline	arthropod
anopheline	invertebrate
anopheline	animal
bitch	bitch
hanger	hanger
tumbleweed	weed
mahogany	mahogany
oleaster	shrub
oleaster	plant
oleaster	actor
oleaster	performer
oleaster	entertainer
stonefly	insect
stonefly	arthropod
stonefly	invertebrate
truant	traveler
dogfighter	mariner
dogfighter	sailor
dogfighter	worker
gibbon	ape
gibbon	primate
smoothhound	expert
smoothhound	person
smoothhound	organism
batfish	fish
batfish	vertebrate
batfish	chordate
batfish	animal
bennet	subshrub
bennet	shrub
matai	tree
matai	plant
matai	actor
matai	performer
matai	entertainer
gonif	person
gonif	organism
washer	washer
dragoman	negotiator
dragoman	communicator
archerfish	fish
archerfish	vertebrate
archerfish	chordate
archerfish	animal
archerfish	organism
marang	tree
marang	plant
marang	actor
marang	performer
marang	entertainer
flatworm	flatworm
flatworm	worm
reseda	herb
acrobat	acrobat
mudskipper	fish
mudskipper	vertebrate
mudskipper	chordate
mudskipper	animal
harpist	musician
dodger	deceiver
dodger	wrongdoer
poilu	soldier
poilu	serviceman
dunce	stupid
dunce	simpleton
mountebank	deceiver
mountebank	wrongdoer
rani	aristocrat
pulasan	plant
pulasan	actor
pulasan	performer
pulasan	entertainer
pulasan	person
pulasan	organism
tamarind	tree
fantast	intellectual
convolvulus	vine
convolvulus	plant
convolvulus	actor
convolvulus	performer
convolvulus	entertainer
helvella	organism
galoot	man
galoot	subordinate
galoot	assistant
galoot	worker
terrier	terrier
licorice	herb
watchmaker	maker
watchmaker	creator
dewberry	bramble
ornithischian	diapsid
ornithischian	reptile
solicitor	solicitor
solicitor	petitioner
hawk's-beard	plant
hawk's-beard	actor
hawk's-beard	performer
hawk's-beard	entertainer
hawk's-beard	person
hawk's-beard	organism
mylodontid	placental
mylodontid	mammal
mylodontid	vertebrate
mylodontid	chordate
mylodontid	animal
mylodontid	organism
epicure	sensualist
lather	workman
lather	employee
schnauzer	terrier
schnauzer	dog
schnauzer	chap
schnauzer	male
scrutineer	expert
nigella	flower
nigella	angiosperm
nigella	spermatophyte
masdevallia	flower
masdevallia	angiosperm
masdevallia	spermatophyte
masdevallia	plant
masdevallia	actor
masdevallia	performer
masdevallia	entertainer
countess	Lady
revolutionist	radical
mammy	defender
mammy	preserver
mammy	cook
analogist	person
analogist	organism
rat	rat
parliamentarian	expert
pandanus	tree
pandanus	plant
pandanus	actor
pandanus	performer
pandanus	entertainer
evangelist	preacher
evangelist	clergyman
malvasia	vine
malvasia	plant
malvasia	actor
malvasia	performer
malvasia	entertainer
scoffer	consumer
scoffer	user
naprapath	person
naprapath	organism
frontierswoman	worker
frontierswoman	person
frontierswoman	organism
schoolmarm	professional
schoolmarm	athlete
schoolmarm	contestant
flop	flop
flop	failure
orderly	orderly
orderly	soldier
pineapple	pineapple
crystallographer	expert
pasha	authority
pasha	expert
herpetologist	scientist
shipmate	associate
shipmate	subordinate
pope	pope
pope	Catholic
pope	Christian
chewer	consumer
chewer	user
sage	sage
housefly	insect
housefly	arthropod
housefly	invertebrate
housefly	animal
saltwort	shrub
saltwort	plant
saltwort	actor
saltwort	performer
saltwort	entertainer
saltwort	person
saltwort	organism
oystercatcher	bird
oystercatcher	vertebrate
oystercatcher	chordate
oystercatcher	animal
pardoner	clergyman
pardoner	leader
arcella	organism
coroner	investigator
newlywed	newlywed
whiteface	fool
whiteface	simpleton
dairyman	laborer
dairyman	workman
dairyman	employee
spitz	spitz
strawflower	flower
strawflower	angiosperm
strawflower	spermatophyte
strawflower	plant
strawflower	actor
strawflower	performer
strawflower	entertainer
lancewood	tree
lancewood	plant
lancewood	actor
lancewood	performer
lancewood	entertainer
ankylosaur	vertebrate
ankylosaur	chordate
ankylosaur	animal
ankylosaur	organism
kaki	bird
kaki	vertebrate
kaki	chordate
geek	geek
borrower	borrower
goosander	bird
goosander	vertebrate
goosander	chordate
goosander	animal
quoter	communicator
catgut	shrub
catgut	plant
catgut	actor
catgut	performer
catgut	entertainer
abortus	vertebrate
abortus	chordate
abortus	animal
spokesperson	spokesperson
styracosaur	organism
silvervine	actor
silvervine	performer
silvervine	entertainer
silvervine	person
silvervine	organism
pacifist	pacifist
townee	person
townee	organism
nun	nun
roadman	employee
roadman	worker
maharaja	prince
maharaja	aristocrat
depressive	unfortunate
mycologist	scientist
gladiator	gladiator
gladiator	combatant
operagoer	person
operagoer	organism
single-leaf	tree
single-leaf	plant
single-leaf	actor
single-leaf	performer
single-leaf	entertainer
single-leaf	person
single-leaf	organism
rimu	conifer
rimu	tree
rimu	plant
rimu	actor
rimu	performer
rimu	entertainer
elk	elk
elk	deer
psittacosaur	animal
psittacosaur	organism
sipper	consumer
sipper	user
mule	mule
newt	newt
newt	salamander
newt	amphibian
referral	referral
boffin	scientist
elm	elm
papyrus	sedge
microflora	plant
redbud	tree
redbud	plant
redbud	actor
redbud	performer
redbud	entertainer
liquidambar	tree
liquidambar	plant
liquidambar	actor
liquidambar	performer
liquidambar	entertainer
taxidermist	craftsman
smuggler	criminal
smuggler	principal
smuggler	financier
gidgee	tree
gidgee	plant
gidgee	actor
gidgee	performer
gidgee	entertainer
gidgee	person
gidgee	organism
beef	beef
shiitake	fungus
abaca	herb
abaca	plant
abaca	actor
abaca	performer
abaca	entertainer
currier	craftsman
chigetai	person
chigetai	organism
thiobacillus	microorganism
beet	beet
beet	vegetable
portulaca	flower
portulaca	angiosperm
portulaca	spermatophyte
portulaca	plant
portulaca	actor
portulaca	performer
portulaca	entertainer
second-rater	person
second-rater	organism
allergist	doctor
allergist	scholar
allergist	intellectual
wagtail	oscine
wagtail	passerine
wagtail	bird
wagtail	vertebrate
wagtail	chordate
sallow	tree
sallow	plant
sallow	actor
sallow	performer
sallow	entertainer
nopal	plant
nopal	actor
nopal	performer
nopal	entertainer
annelid	worm
coauthor	writer
coauthor	literate
arnica	herb
diapensia	plant
diapensia	actor
diapensia	performer
diapensia	entertainer
diapensia	person
diapensia	organism
botfly	insect
botfly	arthropod
botfly	invertebrate
botfly	animal
botfly	organism
mycobacteria	microorganism
veronica	veronica
spiderflower	herb
spiderflower	plant
spiderflower	actor
spiderflower	performer
spiderflower	entertainer
spiderflower	person
milkman	deliveryman
milkman	employee
brewer	brewer
brewer	manufacturer
chervil	herb
chervil	plant
chervil	actor
chervil	performer
chervil	entertainer
escolar	fish
escolar	vertebrate
escolar	chordate
althea	shrub
balancer	acrobat
balancer	athlete
balancer	contestant
ex-boyfriend	man
mezzo-soprano	singer
mezzo-soprano	musician
safebreaker	person
safebreaker	organism
marupa	plant
marupa	actor
marupa	performer
marupa	entertainer
marupa	person
marupa	organism
cardsharp	player
cardsharp	participant
cardsharp	associate
cardsharp	subordinate
cardsharp	assistant
cardsharp	worker
cardsharp	person
cardsharp	organism
camellia	shrub
sendee	person
sendee	organism
siamang	primate
siamang	placental
siamang	mammal
siamang	vertebrate
siamang	chordate
siamang	animal
carnation	pink
carnation	flower
carnation	angiosperm
carnation	spermatophyte
criollo	inhabitant
neoclassicist	person
neoclassicist	organism
delphinium	flower
delphinium	angiosperm
delphinium	spermatophyte
owl	owl
bastard	bastard
moke	ass
moke	fool
moke	simpleton
polyanthus	herb
polyanthus	plant
polyanthus	actor
polyanthus	performer
polyanthus	entertainer
welder	craftsman
darnel	grass
darnel	herb
darnel	plant
darnel	actor
darnel	performer
darnel	entertainer
sower	farmer
sower	creator
capo	head
goffer	actor
goffer	performer
goffer	entertainer
goffer	person
goffer	organism
rush	rush
mycophagist	person
mycophagist	organism
proposer	creator
grader	critic
railbird	professional
railbird	athlete
railbird	contestant
roach	roach
roach	cyprinid
gesneria	plant
gesneria	actor
gesneria	performer
gesneria	entertainer
gesneria	person
gesneria	organism
flutist	musician
collard	crucifer
collard	herb
kelp	alga
kelp	protoctist
kelp	microorganism
stargazer	fish
cashier	cashier
carambola	tree
carambola	plant
carambola	actor
carambola	performer
carambola	entertainer
syncopator	performer
syncopator	entertainer
syncopator	person
syncopator	organism
prosthodontist	professional
prosthodontist	athlete
prosthodontist	contestant
advancer	employee
advancer	worker
outlier	resident
outlier	inhabitant
vulture	vulture
paratrooper	soldier
paratrooper	serviceman
ramrod	supervisor
ramrod	superior
ramrod	religious
beneficiary	beneficiary
foster-parent	defender
foster-parent	preserver
foster-parent	cook
foster-parent	worker
midge	insect
midge	arthropod
midge	invertebrate
yodeller	performer
yodeller	entertainer
yodeller	person
yodeller	organism
vestal	woman
vestal	female
hunk	hunk
mosquito	mosquito
tomatillo	herb
tomatillo	plant
tomatillo	actor
tomatillo	performer
tomatillo	entertainer
lady's-eardrop	person
lady's-eardrop	organism
perfecter	worker
sponge	sponge
butterwort	herb
butterwort	plant
butterwort	actor
butterwort	performer
butterwort	entertainer
usher	usher
panelist	panelist
panelist	critic
escape	escape
skirret	plant
skirret	actor
skirret	performer
skirret	entertainer
skirret	person
skirret	organism
osier	tree
osier	plant
osier	actor
osier	performer
osier	entertainer
cooper	cooper
basenji	dog
basenji	chap
basenji	male
helmsman	mariner
helmsman	sailor
grapefruit	citrus
broadcaster	broadcaster
convict	convict
convict	prisoner
idolizer	person
idolizer	organism
camper	camper
camper	vacationer
camper	nonworker
corn	corn
libertine	libertine
diagnostician	expert
dalmatian	dog
dalmatian	chap
dalmatian	male
garnishee	employee
constructivist	artist
constructivist	creator
cowboy	cowboy
plum	plum
beldam	woman
beldam	female
beldam	person
dracontium	herb
dracontium	plant
dracontium	actor
dracontium	performer
dracontium	entertainer
dracontium	person
dracontium	organism
undershrub	plant
undershrub	actor
undershrub	performer
undershrub	entertainer
undershrub	person
undershrub	organism
joiner	woodworker
joiner	craftsman
alga	alga
alga	protoctist
duke	duke
primitive	primitive
respondent	respondent
respondent	codefendant
rockfish	fish
echidna	mammal
echidna	vertebrate
echidna	chordate
entrepreneur	entrepreneur
tribune	tribune
bawler	person
bawler	organism
guppy	fish
anorexic	unfortunate
gawker	spectator
gawker	perceiver
harvestfish	animal
harvestfish	organism
virgin	virgin
virgin	innocent
pamphleteer	writer
pamphleteer	literate
gib	tom
ceriman	plant
ceriman	actor
ceriman	performer
ceriman	entertainer
ceriman	person
ceriman	organism
solan	bird
solan	vertebrate
solan	chordate
solan	animal
remover	remover
remover	mover
uncle	uncle
gagman	actor
gagman	performer
gagman	entertainer
gagman	person
gagman	organism
thysanopter	insect
thysanopter	arthropod
thysanopter	invertebrate
subjectivist	intellectual
darky	Black
tiller	farmer
tiller	creator
pelter	person
cobbler	maker
cobbler	creator
magnifico	adult
shiner	cyprinid
shiner	fish
entellus	primate
entellus	placental
entellus	mammal
entellus	vertebrate
entellus	chordate
entellus	animal
entellus	organism
bore	bore
charioteer	driver
punster	entertainer
bunkmate	person
bunkmate	organism
proconsul	official
cottonwick	person
cottonwick	organism
evergreen	evergreen
wombat	marsupial
wombat	metatherian
fowler	fowler
fowler	hunter
deviationist	person
deviationist	organism
saxophonist	musician
testee	party
testee	person
jewfish	fish
jewfish	vertebrate
jewfish	chordate
jewfish	animal
linendraper	adult
linendraper	person
linendraper	organism
potoroo	mammal
potoroo	vertebrate
potoroo	chordate
potoroo	animal
potoroo	organism
smew	bird
smew	vertebrate
smew	chordate
smew	animal
colleen	colleen
colleen	girl
microbiologist	scientist
guava	tree
kleptomaniac	acquirer
endodontist	professional
endodontist	athlete
endodontist	contestant
steenbok	bovid
steenbok	ruminant
steenbok	ungulate
steenbok	placental
steenbok	mammal
steenbok	vertebrate
steenbok	chordate
steenbok	animal
melon	melon
melon	gourd
gonococcus	organism
zinnia	flower
zinnia	angiosperm
zinnia	spermatophyte
coot	rail
coot	bird
stonewaller	person
stonewaller	organism
cryptogam	plant
cryptogam	actor
cryptogam	performer
cryptogam	entertainer
cryptogam	person
cryptogam	organism
plantain	herb
coon	rustic
coon	commoner
throatwort	plant
throatwort	actor
throatwort	performer
throatwort	entertainer
throatwort	person
throatwort	organism
caltrop	shrub
caltrop	plant
caltrop	actor
caltrop	performer
caltrop	entertainer
ceibo	tree
ceibo	plant
ceibo	actor
ceibo	performer
ceibo	entertainer
ceibo	person
ceibo	organism
liveryman	employee
liveryman	worker
liveryman	person
liveryman	organism
harpullia	actor
harpullia	performer
harpullia	entertainer
harpullia	person
harpullia	organism
haricot	vine
haricot	plant
haricot	actor
haricot	performer
haricot	entertainer
euglenoid	organism
hotelier	administrator
hotelier	head
hotelier	leader
vouchee	person
vouchee	organism
urologist	specialist
urologist	expert
invader	intruder
bullfrog	frog
bullfrog	Frenchman
bullfrog	European
bullfrog	inhabitant
voucher	voucher
voucher	supporter
substitute	substitute
backbencher	legislator
backbencher	politician
backbencher	schemer
backbencher	planner
evacuee	traveler
inamorato	subordinate
inamorato	assistant
inamorato	worker
inamorato	person
inamorato	organism
tormentor	tormentor
tormentor	oppressor
shogun	dictator
shogun	ruler
fluke	flatworm
fluke	worm
keteleeria	plant
keteleeria	actor
keteleeria	performer
keteleeria	entertainer
keteleeria	person
keteleeria	organism
nummulite	organism
descender	workman
descender	employee
zooid	organism
muscleman	criminal
muscleman	principal
muscleman	financier
muscleman	capitalist
muscleman	conservative
muscleman	adult
haemoproteid	organism
newcomer	newcomer
newcomer	novice
gentianella	flower
gentianella	angiosperm
gentianella	spermatophyte
gentianella	plant
gentianella	actor
gentianella	performer
gentianella	entertainer
gentianella	person
gentianella	organism
shopaholic	shopper
shopaholic	customer
shopaholic	consumer
shopaholic	user
patrial	person
patrial	organism
capelin	fish
capelin	vertebrate
capelin	chordate
capelin	animal
sensationalist	communicator
earner	employee
handler	handler
prey	prey
prey	victim
aeschynanthus	plant
aeschynanthus	actor
aeschynanthus	performer
aeschynanthus	entertainer
aeschynanthus	person
aeschynanthus	organism
conductor	conductor
conductor	collector
anglophobe	person
anglophobe	organism
teasel	herb
teasel	plant
teasel	actor
teasel	performer
teasel	entertainer
psilophyton	person
psilophyton	organism
teaser	teaser
mayfly	insect
mayfly	arthropod
mayfly	invertebrate
styrax	shrub
styrax	plant
styrax	actor
styrax	performer
styrax	entertainer
vagrant	vagrant
diner	diner
diner	eater
spokesman	spokesman
spokesman	spokesperson
syphilitic	unfortunate
departer	person
departer	organism
modifier	modifier
modifier	moderator
ejaculator	man
ejaculator	subordinate
ejaculator	assistant
ejaculator	worker
ejaculator	person
ejaculator	organism
viceroy	governor
viceroy	politician
viceroy	schemer
viceroy	planner
barnacle	crustacean
barnacle	arthropod
barnacle	invertebrate
photojournalist	journalist
photojournalist	writer
photojournalist	literate
loasa	plant
loasa	actor
loasa	performer
loasa	entertainer
loasa	person
loasa	organism
prawn	crustacean
prawn	arthropod
prawn	invertebrate
bigot	bigot
bigot	partisan
sterculia	tree
sterculia	plant
sterculia	actor
sterculia	performer
sterculia	entertainer
rustler	thief
rustler	criminal
rustler	principal
rustler	financier
rustler	capitalist
rustler	conservative
rustler	adult
antinomian	follower
antinomian	traveler
Muslim	Muslim
plectranthus	plant
plectranthus	actor
plectranthus	performer
plectranthus	entertainer
deification	personification
townsman	peer
townsman	Lord
townsman	aristocrat
townsman	leader
tipper	donor
tipper	benefactor
coucal	bird
coucal	vertebrate
coucal	chordate
coucal	animal
niqaabi	person
niqaabi	organism
fishmonger	merchant
fishmonger	businessperson
fishmonger	capitalist
fishmonger	conservative
fishmonger	adult
clone	clone
granddaughter	grandchild
schlockmeister	capitalist
schlockmeister	conservative
schlockmeister	adult
schlockmeister	person
schlockmeister	organism
pimpernel	herb
noncandidate	person
noncandidate	organism
ombudsman	ombudsman
ombudsman	investigator
beroe	invertebrate
beroe	animal
suer	party
marguerite	subshrub
blocker	blocker
canary	canary
canary	singer
canary	musician
stamper	workman
stamper	employee
macrotus	placental
macrotus	mammal
macrotus	vertebrate
macrotus	chordate
macrotus	animal
macrotus	organism
White	White
polyandrist	person
polyandrist	organism
water-mint	plant
water-mint	actor
water-mint	performer
water-mint	entertainer
water-mint	person
water-mint	organism
chickadee	oscine
chickadee	passerine
chickadee	bird
Italian	European
Italian	inhabitant
birthwort	plant
birthwort	actor
birthwort	performer
birthwort	entertainer
birthwort	person
birthwort	organism
geoduck	invertebrate
geoduck	animal
qualifier	qualifier
corydalis	flower
corydalis	angiosperm
corydalis	spermatophyte
corydalis	plant
corydalis	actor
corydalis	performer
corydalis	entertainer
warrantee	customer
warrantee	consumer
warrantee	user
temporizer	person
temporizer	organism
fern	fern
fern	pteridophyte
appraiser	appraiser
appraiser	critic
tern	larid
tern	seabird
sophomore	sophomore
sophomore	lowerclassman
greenbottle	animal
greenbottle	organism
groundsel	plant
groundsel	actor
groundsel	performer
groundsel	entertainer
rockweed	microorganism
chokecherry	tree
chokecherry	plant
chokecherry	actor
chokecherry	performer
chokecherry	entertainer
hacker	hacker
hacker	terrorist
rhinovirus	virus
rhinovirus	microorganism
bacteriologist	scientist
clover	clover
puddingwife	animal
puddingwife	organism
booby	seabird
booby	bird
motormouth	speaker
motormouth	articulator
motormouth	communicator
all-rounder	expert
floating-moss	person
floating-moss	organism
buckskin	horse
buckskin	equine
buckskin	ungulate
dispatcher	employee
bolti	vertebrate
bolti	chordate
bolti	animal
bolti	organism
stonecutter	worker
addax	bovid
addax	ruminant
addax	ungulate
addax	placental
addax	mammal
addax	vertebrate
addax	chordate
addax	animal
gosling	goose
gosling	waterfowl
gosling	bird
widow	widow
pelican	pelican
pelican	seabird
waver	communicator
embroideress	person
embroideress	organism
fuchsia	shrub
watermeal	plant
watermeal	actor
watermeal	performer
watermeal	entertainer
watermeal	person
watermeal	organism
piddock	invertebrate
piddock	animal
bobcat	lynx
bobcat	wildcat
bobcat	cat
costmary	plant
costmary	actor
costmary	performer
costmary	entertainer
costmary	person
costmary	organism
sainfoin	herb
sainfoin	plant
sainfoin	actor
sainfoin	performer
sainfoin	entertainer
spurner	person
spurner	organism
caranday	person
caranday	organism
renter	renter
adelgid	insect
adelgid	arthropod
adelgid	invertebrate
adelgid	animal
glossarist	intellectual
upholsterer	craftsman
cryptanalyst	intellectual
serf	slave
accused	accused
honeycreeper	oscine
honeycreeper	passerine
honeycreeper	bird
honeycreeper	vertebrate
honeycreeper	chordate
honeycreeper	animal
spotter	employee
starling	oscine
starling	passerine
starling	bird
pricket	ungulate
pricket	placental
pricket	mammal
pricket	vertebrate
pricket	chordate
pricket	animal
pricket	organism
brant	goose
brant	waterfowl
ani	ani
ani	cuckoo
ant	ant
mater	mater
mater	mother
mater	abbess
alpinist	vine
alpinist	plant
alpinist	actor
alpinist	performer
alpinist	entertainer
anglewing	animal
anglewing	organism
brambling	bird
brambling	vertebrate
brambling	chordate
brambling	animal
wanderer	wanderer
gloxinia	plant
gloxinia	actor
gloxinia	performer
gloxinia	entertainer
dynamiter	person
dynamiter	organism
amphiuma	vertebrate
amphiuma	chordate
amphiuma	animal
amphiuma	organism
sansevieria	plant
sansevieria	actor
sansevieria	performer
sansevieria	entertainer
mesohippus	placental
mesohippus	mammal
mesohippus	vertebrate
mesohippus	chordate
mesohippus	animal
mesohippus	organism
hairstreak	lycaenid
hairstreak	butterfly
hairstreak	insect
hairstreak	arthropod
hairstreak	invertebrate
hairstreak	animal
by-catch	animal
coccidium	organism
freshman	freshman
freshman	lowerclassman
librarian	librarian
bluebird	thrush
bluebird	singer
bluebird	musician
encephalartos	spermatophyte
encephalartos	plant
encephalartos	actor
encephalartos	performer
encephalartos	entertainer
sculler	worker
yellowthroat	singer
yellowthroat	musician
yellowthroat	performer
yellowthroat	entertainer
shooter	shooter
shooter	gambler
shooter	adventurer
glutton	eater
glutton	consumer
glutton	user
eggar	insect
eggar	arthropod
eggar	invertebrate
eggar	animal
turmeric	herb
perch	perch
decoder	decoder
pinwheel	subshrub
pinwheel	shrub
hack	hack
toadfish	fish
toadfish	vertebrate
toadfish	chordate
toadfish	animal
gannet	seabird
gannet	bird
hustler	hustler
hustler	opportunist
nectarine	tree
genius	genius
quadroon	person
gull	gull
gull	larid
gull	seabird
piranha	characin
warrener	defender
warrener	preserver
warrener	cook
warrener	worker
wicket-keeper	athlete
wicket-keeper	contestant
hoya	vine
blackfish	fish
blackfish	vertebrate
blackfish	chordate
tailor	tailor
tailor	garmentmaker
tailor	needleworker
waterweed	plant
waterweed	actor
waterweed	performer
waterweed	entertainer
waterweed	person
waterweed	organism
warhorse	warhorse
caracolito	plant
caracolito	actor
caracolito	performer
caracolito	entertainer
caracolito	person
caracolito	organism
egghead	intellectual
starflower	plant
starflower	actor
starflower	performer
starflower	entertainer
joker	joker
rabbitweed	plant
rabbitweed	actor
rabbitweed	performer
rabbitweed	entertainer
rabbitweed	person
rabbitweed	organism
peperomia	herb
peperomia	plant
peperomia	actor
peperomia	performer
peperomia	entertainer
bison	bison
ichthyologist	scientist
ichthyologist	person
ichthyologist	organism
segregator	person
segregator	organism
grammarian	scientist
idesia	plant
idesia	actor
idesia	performer
idesia	entertainer
idesia	person
idesia	organism
optometrist	specialist
optometrist	expert
siris	tree
siris	plant
siris	actor
siris	performer
siris	entertainer
stepson	child
stepson	offspring
stepson	relative
gemsbok	bovid
gemsbok	ruminant
gemsbok	ungulate
gemsbok	placental
gemsbok	mammal
gemsbok	vertebrate
gemsbok	chordate
gemsbok	animal
whip-scorpion	animal
whip-scorpion	organism
scilla	plant
scilla	actor
scilla	performer
scilla	entertainer
turbot	fish
turbot	vertebrate
turbot	chordate
turbot	animal
phalarope	bird
phalarope	vertebrate
phalarope	chordate
phalarope	animal
postulant	applicant
compositor	printer
caroler	singer
caroler	musician
caroler	performer
caroler	entertainer
kolkhoznik	worker
kolkhoznik	person
kolkhoznik	organism
shegetz	person
shegetz	organism
cosmographer	person
cosmographer	organism
primus	bishop
primus	priest
primus	clergyman
columnist	columnist
columnist	journalist
monarda	herb
monarda	plant
monarda	actor
monarda	performer
monarda	entertainer
groundhog	rodent
groundhog	placental
groundhog	mammal
baas	supervisor
baas	superior
baas	religious
percussionist	percussionist
triggerfish	fish
triggerfish	vertebrate
triggerfish	chordate
triggerfish	animal
outrider	defender
outrider	preserver
outrider	cook
horehound	herb
horehound	plant
horehound	actor
horehound	performer
horehound	entertainer
lifer	unfortunate
consumptive	unfortunate
moneygrubber	person
moneygrubber	organism
gerardia	plant
gerardia	actor
gerardia	performer
gerardia	entertainer
gerardia	person
gerardia	organism
subscriber	subscriber
agueweed	plant
agueweed	actor
agueweed	performer
agueweed	entertainer
agueweed	person
agueweed	organism
in-law	in-law
stockjobber	person
stockjobber	organism
schoolboy	male
tiger	tiger
dahlia	flower
dahlia	angiosperm
dahlia	spermatophyte
phlomis	shrub
phlomis	plant
phlomis	actor
phlomis	performer
phlomis	entertainer
robber	thief
robber	criminal
robber	principal
robber	financier
rhymer	writer
rhymer	literate
tendergreen	herb
tendergreen	plant
tendergreen	actor
tendergreen	performer
tendergreen	entertainer
tendergreen	person
tendergreen	organism
oppressor	oppressor
promisee	communicator
chinaberry	tree
puncher	combatant
acoustician	scientist
acoustician	person
pteridophyte	pteridophyte
cacao	tree
telecaster	communicator
shopkeeper	shopkeeper
distiller	manufacturer
distiller	maker
distiller	creator
bonduc	plant
bonduc	actor
bonduc	performer
bonduc	entertainer
bonduc	person
bonduc	organism
soapfish	vertebrate
soapfish	chordate
soapfish	animal
soapfish	organism
confidant	confidant
neritid	invertebrate
neritid	animal
macaroni	man
soapwort	flower
soapwort	angiosperm
soapwort	spermatophyte
soapwort	plant
soapwort	actor
soapwort	performer
soapwort	entertainer
hermit	individualist
vower	communicator
vower	person
vower	organism
chelonian	chelonian
chelonian	anapsid
canistel	plant
canistel	actor
canistel	performer
canistel	entertainer
canistel	person
canistel	organism
archaist	person
archaist	organism
saturniid	insect
saturniid	arthropod
saturniid	invertebrate
saturniid	animal
abalone	gastropod
abalone	mollusk
abalone	invertebrate
musher	traveler
provost	provost
